definition;glottocode;id_word;id_meaning;lemma;ipa;morphology;pos;examples;reference;annotator
"МАССА 6 сущ.  я (только в ед.  ч. ), -о, -аца масса; ~ белгалъе.  Определить массу";ingu1240;10395;1;масса;m-a-s-s-a;только в ед.  ч. , о, аца;noun;масса белгалъе.  Определить массу.;Bekova 2009;Varvara Kormilitsyna
"МАССА 6 сущ.  я (только в ед.  ч. ), -о, -аца масса; ~ белгалъе.  Определить массу.МАССАВА мест, все; ~ хьавенав.Все пришли";ingu1240;10396;1;масса;m-a-s-s-a;только в ед.  ч. , о, аца;noun;масса хьавенав.Все пришли.;Bekova 2009;Varvara Kormilitsyna
"МАССА 6 сущ.  я (только в ед.  ч. ), -о, -аца масса; ~ белгалъе.  Определить массу.МАССАВА мест, все; ~ хьавенав.Все пришли.МАССАЗА мест, сколько раз.ала деза хьога? Сколько раз тебе говорить";ingu1240;10397;1;масса;m-a-s-s-a;только в ед.  ч. , о, аца;noun;масса хьавенав.Все пришли.МАССАЗА мест, сколько раз.ала деза хьога? Сколько раз тебе говорить.;Bekova 2009;Varvara Kormilitsyna
"МАСС АЗ АР А прил.  всегдашнии?, постоянныи?; ~ къамаьл.  Постоянныи? разговор";ingu1240;10398;1;массазара;m-a-s-s-a-z-a-r-a;;adj;массазара къамаьл.  Постоянныи? разговор.;Bekova 2009;Varvara Kormilitsyna
"МАСС АЗ АР А прил.  всегдашнии?, постоянныи?; ~ къамаьл.  Постоянныи? разговор.МАССАЗЛАГIА мест, в которыи? раз; ~ даьхкад ваи?? В которыи? раз мы пришли";ingu1240;10399;1;массазара;m-a-s-s-a-z-a-r-a;;adj;массазара даьхкад ваи?? В которыи? раз мы пришли.;Bekova 2009;Varvara Kormilitsyna
"МАССАИ?ТТА мест, несколько; ~ игу даьлар.  Прошло несколько лет";ingu1240;10400;1;массаи;m-a-s-s-a-i;;pron;массаи игу даьлар.  Прошло несколько лет.;Bekova 2009;Varvara Kormilitsyna
"МАССАИ?ТТАЗА мест, несколько раз, много раз; аьлар.  Сказано несколько раз";ingu1240;10401;1;массаи;m-a-s-s-a-i;;pron;аьлар.  Сказано несколько раз.;Bekova 2009;Varvara Kormilitsyna
"МАССАЛ 1 сущ.  я (только в ед.  ч. )т -о, -ца количество; а миштал а.  И количество, и качество";ingu1240;10402;1;массал;m-a-s-s-a-l;только в ед.  ч. , о, ца;noun;а миштал а.  И количество, и качество.;Bekova 2009;Varvara Kormilitsyna
"МАССАЛ2 сущ.  я (только в ед. ч. ), -о, -ца быстрота, скорость; резвость; машена ~.  Скорость машины";ingu1240;10403;1;массал;m-a-s-s-a-l;только в ед. ч. , о, ца;noun;машена массал.  Скорость машины.;Bekova 2009;Varvara Kormilitsyna
"МАССАЛ2 сущ.  я (только в ед. ч. ), -о, -ца быстрота, скорость; резвость; машена ~.  Скорость машины.МАССАЛАГIА мест, которыи?; ~ сахьат да? Которыи? час";ingu1240;10404;1;массал;m-a-s-s-a-l;только в ед. ч. , о, ца;noun;массал сахьат да? Которыи? час.;Bekova 2009;Varvara Kormilitsyna
"МАССАЛИИ? прил.  грамм, количественныи?; ~ таьрахьдош.  Количественное числительное";ingu1240;10405;1;массалии;m-a-s-s-a-l-i-i;;adj;массалии таьрахьдош.  Количественное числительное.;Bekova 2009;Varvara Kormilitsyna
"МАССА МУХ сущ.  б (только в ед.  ч. ), массача михо, массача михаца вихрь; ~ хьаи?зар.  Закружился вихрь";ingu1240;10406;1;массамух;m-a-s-s-a-m-u?-?;только в ед.  ч. ;noun;массамух хьаи?зар.  Закружился вихрь.;Bekova 2009;Varvara Kormilitsyna
"МАССАНАХЬА нареч.  везде, повсюду; ~ лараш гора.  Повсюду виднелись следы";ingu1240;10407;1;массанахьа;m-a-s-s-a-n-a-x-a;;adv;массанахьа лараш гора.  Повсюду виднелись следы.;Bekova 2009;Varvara Kormilitsyna
"МАССАНАХЬАРА нареч.  отовсюду, со всех сторон; ~ чудаьлар хии?.  Со всех сторон просочилась вода";ingu1240;10408;1;массанахьара;m-a-s-s-a-n-a-x-a-r-a;;adv;массанахьара чудаьлар хии?.  Со всех сторон просочилась вода.;Bekova 2009;Varvara Kormilitsyna
"МАССАНЕНА ДОВЗА прил.  общеизвестныи?; ~ хIама.  Общеизвестное явление";ingu1240;10409;1;массаненадовза;m-a-s-s-a-n-je-n-a-d-o-w-z-a;;adj;массаненадовза хIама.  Общеизвестное явление.;Bekova 2009;Varvara Kormilitsyna
"МАССЕХАНА нареч.  всегда, постоянно; ~ вела.  Постоянно улыбаться";ingu1240;10410;1;массехана;m-a-s-s-je-?-a-n-a;;adv;массехана вела.  Постоянно улыбаться.;Bekova 2009;Varvara Kormilitsyna
"МАССЕХК мест, несколько; форда тIа ~ кIира даккха.  Провести несколько недель на море";ingu1240;10411;1;массехк;m-a-s-s-je-?-k;;pron;форда тIа массехк кIира даккха.  Провести несколько недель на море.;Bekova 2009;Varvara Kormilitsyna
"МАСХАМ сущ.  д (только в ед.  ч. ), -о, -ца квас; мала.  Пить квас";ingu1240;10412;1;масхам;m-a-s-?-a-m;только в ед.  ч. , о, ца;noun;мала.  Пить квас.;Bekova 2009;Varvara Kormilitsyna
"МАСШТАБ // О АХАМ сущ.  я (только в ед.  ч. ), -о, -аца масштаб; и?оккха ~.  Огромныи? масштаб";ingu1240;10413;1;масштаб;m-a-s-?-t-a-b;О, только в ед.  ч. , о, аца;noun;и?оккха масштаб.  Огромныи? масштаб.;Bekova 2009;Varvara Kormilitsyna
"МАТ  сущ.  я (только в ед. ч. ), -о, -аца мат; ~ оттае.  Поставить мат";ingu1240;10414;1;мат;m-a-t;только в ед. ч. , о, аца;noun;мат оттае.  Поставить мат.;Bekova 2009;Varvara Kormilitsyna
МАТАРДАХА (матардода, матардахар, матардахад, матаргIоргда) глаг.однократн.  деи?ств, завять, увянуть, потерять приличныи? внешнии? вид: ~ мег зиза.  Цветок может завянуть;ingu1240;10415;1;матардаха;m-a-t-a-r-d-a-?-a;матардода, матардахар, матардахад, матаргIоргда;adj;МАТАРДАХА (матардода, матардахар, матардахад, матаргIоргда) глаг.однократн.  деи?ств, завять, увянуть, потерять приличныи? внешнии? вид: матардаха мег зиза.  Цветок может завянуть.;Bekova 2009;Varvara Kormilitsyna
"МАТАРДАХАР масд.  увядание; хии? ца тоъаш Увядание от недостачи воды";ingu1240;10416;1;матардахар;m-a-t-a-r-d-a-?-a-r;;masdar;хии? ца тоъаш Увядание от недостачи воды.;Bekova 2009;Varvara Kormilitsyna
"МАТАРДАХИИ?ТА (матардохии?т, матардахии?тар, матардохии?таргда) понуд.  от матардаха; и?иш яц.  Нельзя дать увянуть";ingu1240;10417;1;матардахии;m-a-t-a-r-d-a-?-i-i;матардохии?т, матардахии?тар, матардохии?таргда;verb;и?иш яц.  Нельзя дать увянуть.;Bekova 2009;Varvara Kormilitsyna
"МАТАРДОДА (матардодар) прич.увядающии?; хьармакх.  Увядающая роза";ingu1240;10418;1;матардода;m-a-t-a-r-d-o-d-a;матардодар;verb;хьармакх.  Увядающая роза.;Bekova 2009;Varvara Kormilitsyna
"МАТАРЪАХА (матаръух, матаръихар, матаръихад, матаръухаргда) глаг.  многократн.  деи?ств, вянуть, увядать, терять приличныи? внешнии? вид; и?Iовхалах ~.  Увядать от жары";ingu1240;10419;1;матаръаха;m-a-t-a-r-ъa-?-a;матаръух, матаръихар, матаръихад, матаръухаргда;adj;и?Iовхалах матаръаха.  Увядать от жары.;Bekova 2009;Varvara Kormilitsyna
"МАТАРЪАХАР масд.  увядание; гуи?ранара ~.  Осенее увядание";ingu1240;10420;1;матаръахар;m-a-t-a-r-ъa-?-a-r;;masdar;гуи?ранара матаръахар.  Осенее увядание.;Bekova 2009;Varvara Kormilitsyna
"МАТАРЪАХИИ?ТА (матаръухии?т, матаръахии?тар, матаръухии?таргда) понуд.  от матаръаха; ~ мегаргдац.  Нельзя дать увять";ingu1240;10421;1;матаръахии;m-a-t-a-r-ъa-?-i-i;матаръухии?т, матаръахии?тар, матаръухии?таргда;verb;матаръахии мегаргдац.  Нельзя дать увять.;Bekova 2009;Varvara Kormilitsyna
"МАТАРЪУХА (матаръухар) прич.увядающии?, вянущии?; зизаш.  Увядающие цветы";ingu1240;10422;1;матаръуха;m-a-t-a-r-ъu?-?-a;матаръухар;verb;зизаш.  Увядающие цветы.;Bekova 2009;Varvara Kormilitsyna
