definition;glottocode;id_word;id_meaning;lemma;ipa;morphology;pos;examples;reference;annotator
"МАРКХАЛ БАР масд.  изготовление лечебнои? мази; чехка Быстрое приготовление лечебнои? массы";ingu1240;10313;1;маркхалбар;m-a-r-q?-a-l-b-a-r;;masdar;чехка Быстрое приготовление лечебнои? массы.;Bekova 2009;Varvara Kormilitsyna
"МАРКХАЛ БЕ (маркхал бу, маркхал бир, маркхал баьб, маркхал бергба) глаг.  приготовить мазь; ха.  Уметь приготовить лечебную мазь";ingu1240;10314;1;маркхалбе;m-a-r-q?-a-l-b-je;маркхал бу, маркхал бир, маркхал баьб, маркхал бергба;verb;ха.  Уметь приготовить лечебную мазь.;Bekova 2009;Varvara Kormilitsyna
"МАРКХАЛ БУ (маркхал бер) прич.изготовляющии? мазь; ~ и?оккха саг.Старуха, готовящая лечебную мазь";ingu1240;10315;1;маркхалбу;m-a-r-q?-a-l-b-u?;маркхал бер;verb;маркхалбу и?оккха саг.Старуха, готовящая лечебную мазь.;Bekova 2009;Varvara Kormilitsyna
"МАРКЪИЛГ я (я), -аш, -о, -аца юла; ~ кхестае.  Крутить юлу";ingu1240;10316;1;маркъилг;m-a-r-q?-i-l-g;я, аш, о, аца;;маркъилг кхестае.  Крутить юлу.;Bekova 2009;Varvara Kormilitsyna
"МАРЛИ // ХИКИСИ сущ.  д (д), -еш, -е, -еца марля; тIаьда ~.  Влажная марля";ingu1240;10317;1;марли;m-a-r-l-i;ХИКИСИ, д, еш, е, еца;noun;тIаьда марли.  Влажная марля.;Bekova 2009;Varvara Kormilitsyna
"МАРС сущ.  б (д), -аш, -о, -аца серп; ира ~.  Острыи? серп.МАРС2 сущ.  я (только в ед.  ч. ), -о, -аца Марс; ц1е лапа лоархI.  Марс считается краснои? планетои?";ingu1240;10318;1;марс;m-a-r-s;д, только в ед.  ч. , аш, о, аца, о, аца;noun;ц1е лапа лоархI.  Марс считается краснои? планетои?.;Bekova 2009;Varvara Kormilitsyna
"МАРСХО сущ.  в, я (б), -и?, -чо, -чунца жнец, жница; къаьна ~.  Старыи? жнец";ingu1240;10319;1;марсхо;m-a-r-s-?-o;б, и, чо, чунца;noun;къаьна марсхо.  Старыи? жнец.;Bekova 2009;Varvara Kormilitsyna
"МАРС ХЬАКХА (марс хьокх, марс хьекхар, марс хьекхаб, марс хьокхаргба) глаг.  однократн.  деи?ств, жать серпом; г1о.  Идти жать";ingu1240;10320;1;марсхьакха;m-a-r-s-x-a-q?-a;марс хьокх, марс хьекхар, марс хьекхаб, марс хьокхаргба;verb;г1о.  Идти жать.;Bekova 2009;Varvara Kormilitsyna
"МАРС ХЬАКХАР масд.  жатва серпом; дика Качественная жатва";ingu1240;10321;1;марсхьакхар;m-a-r-s-x-a-q?-a-r;;masdar;дика Качественная жатва.;Bekova 2009;Varvara Kormilitsyna
"МАРС ХЬАКХИИ?ТА (марс хьокхии?т, марс хьакхии?тар, марс хьокхии?таргба) понуд.  от марс хьакха; -беза сога саи?га.  Надо мне самому жать серпом";ingu1240;10322;1;марсхьакхии;m-a-r-s-x-a-q?-i-i;марс хьокхии?т, марс хьакхии?тар, марс хьокхии?таргба, беза;verb;марсхьакхиибеза сога саи?га.  Надо мне самому жать серпом.;Bekova 2009;Varvara Kormilitsyna
"МАРС ХЬОКХА (марс хьокхар) прич.  жнущии? серпом; ~ болхлои?.  Жнущие серпом работники";ingu1240;10323;1;марсхьокха;m-a-r-s-x-o-q?-a;марс хьокхар;verb;марсхьокха болхлои?.  Жнущие серпом работники.;Bekova 2009;Varvara Kormilitsyna
"МАРС ХЬЕКХА (марс хьекх, марс хьиикхар, марс хьекхаргба) глаг.  многократн.  деи?ств, жать серпом; ~ волавелар да.  Отец начал жать серпом";ingu1240;10324;1;марсхьекха;m-a-r-s-x-je-q?-a;марс хьекх, марс хьиикхар, марс хьекхаргба;verb;марсхьекха волавелар да.  Отец начал жать серпом.;Bekova 2009;Varvara Kormilitsyna
"МАРС ХЬЕКХА (марс хьекхар) прич.  жнущии? серпом; ~ марсхо.  Жнущии? косарь";ingu1240;10325;1;марсхьекха;m-a-r-s-x-je-q?-a;марс хьекхар;verb;марсхьекха марсхо.  Жнущии? косарь.;Bekova 2009;Varvara Kormilitsyna
"МАРС ХЬЕКХАР масд.  жатва серпом; ~ даьннад.  Жатва закончилась";ingu1240;10326;1;марсхьекхар;m-a-r-s-x-je-q?-a-r;;masdar;марсхьекхар даьннад.  Жатва закончилась.;Bekova 2009;Varvara Kormilitsyna
"МАРС ХЬЕКХИИ?ТА (марс хьекхии?т, марс хьекхиитар, марс хьекхии?таргба) понуд.  от марс хьакха; ~ беза.  Надо дать жать серпом";ingu1240;10327;1;марсхьекхии;m-a-r-s-x-je-q?-i-i;марс хьекхии?т, марс хьекхиитар, марс хьекхии?таргба;verb;марсхьекхии беза.  Надо дать жать серпом.;Bekova 2009;Varvara Kormilitsyna
"МАРТ  сущ.  б (только в ед.  ч. ), -о, -аца март; ~ бIаьстан хьалхара бутт ба.Март первыи? месяц весны";ingu1240;10328;1;март;m-a-r-t;только в ед.  ч. , о, аца;noun;март бIаьстан хьалхара бутт ба.Март первыи? месяц весны.;Bekova 2009;Varvara Kormilitsyna
"МАРТА сущ.  д (только в ед.  ч. ), -о, -аца завтрак, полдник; ~ ца дуаш ма гIолахь.  Не уходи, не позавтракав";ingu1240;10329;1;марта;m-a-r-t-a;только в ед.  ч. , о, аца;noun;марта ца дуаш ма гIолахь.  Не уходи, не позавтракав.;Bekova 2009;Varvara Kormilitsyna
"МАРТА2 // МАРТОВСКИ прил.  мартовскии?; цIаи?.  Мартовскии? праздник";ingu1240;10330;1;марта;m-a-r-t-a;МАРТОВСКИ;adj;цIаи?.  Мартовскии? праздник.;Bekova 2009;Varvara Kormilitsyna
"МАРХА сущ.  д (только в ед. ч. ), -о, -аца религиозныи? пост, ураза; да цун.Он держит пост";ingu1240;10331;1;марха;m-a-r-?-a;только в ед. ч. , о, аца;noun;да цун.Он держит пост.;Bekova 2009;Varvara Kormilitsyna
"МАРХА ДАСТА (марха доаст, марха даьстар, марха даьстад, марха доастаргда) глаг.  разговляться, принимать пищу вечером после захода солнца во время поста; ~ нах чубеха.  Пригласить людеи? для разговения";ingu1240;10332;1;мархадаста;m-a-r-?-a-d-a-s-t-a;марха доаст, марха даьстар, марха даьстад, марха доастаргда;verb;мархадаста нах чубеха.  Пригласить людеи? для разговения.;Bekova 2009;Varvara Kormilitsyna
"МАРХА ДАСТАР масд.  разговение (ифтар), ежевечернии? прием пищи во время поста; ~ тIехьдаха мегаргдац.Нежелательно откладывать разговение";ingu1240;10333;1;мархадастар;m-a-r-?-a-d-a-s-t-a-r;ифтар;masdar;мархадастар тIехьдаха мегаргдац.Нежелательно откладывать разговение.;Bekova 2009;Varvara Kormilitsyna
"МАРХА ДАСТИИ?ТА (марха доастии?т, марха дастии?тар, марха доастии?таргда) понуд.  от марха даста; маьркIажа ламаз далехьа Разговляться до совершения вечернеи? молитвы";ingu1240;10334;1;мархадастии;m-a-r-?-a-d-a-s-t-i-i;марха доастии?т, марха дастии?тар, марха доастии?таргда;verb;маьркIажа ламаз далехьа Разговляться до совершения вечернеи? молитвы.;Bekova 2009;Varvara Kormilitsyna
"МАРХА ДЕХКА (марха дехк, марха дии?хкар, марха дии?хкад, марха дехкаргда) глаг.  принимать пищу утром до первых признаков приближения рассвета (перед началом поста); хьагIатта.  Встать, чтобы принять пищу перед началом поста";ingu1240;10335;1;мархадехка;m-a-r-?-a-d-je-?-k-a;марха дехк, марха дии?хкар, марха дии?хкад, марха дехкаргда, перед началом поста;verb;хьагIатта.  Встать, чтобы принять пищу перед началом поста.;Bekova 2009;Varvara Kormilitsyna
"МАРХА ДЕХКА (марха дехка) прич.от марха дехка; ~ дезал.  Семья, принимающая пищу утром перед началом поста";ingu1240;10336;1;мархадехка;m-a-r-?-a-d-je-?-k-a;марха дехка;verb;мархадехка дезал.  Семья, принимающая пищу утром перед началом поста.;Bekova 2009;Varvara Kormilitsyna
"МАРХА ДЕХКАР масд.  от марха дехка утреннии? прием пищи перед рассветом в дни поста (сухур); ~ шии?ца беркат долаш да.  Утреннии? прием пищи перед началом поста несет в себе благодать";ingu1240;10337;1;мархадехкар;m-a-r-?-a-d-je-?-k-a-r;сухур;masdar;мархадехкар шии?ца беркат долаш да.  Утреннии? прием пищи перед началом поста несет в себе благодать.;Bekova 2009;Varvara Kormilitsyna
"МАРХА ДЕХКИИ?ТА (марха дехкии?т, марха дехкии?тар, марха дехкии?таргда) понуд.  от марха дехка; хьагIовттабе.  Разбудить для принятия пищи перед началом поста";ingu1240;10338;1;мархадехкии;m-a-r-?-a-d-je-?-k-i-i;марха дехкии?т, марха дехкии?тар, марха дехкии?таргда;verb;хьагIовттабе.  Разбудить для принятия пищи перед началом поста.;Bekova 2009;Varvara Kormilitsyna
"МАРХА ДОАСТА (марха доастар) прич.  разговляющии?ся; хурмашца ~ бусулба нах.  Мусульмане, разговляющиеся финиками";ingu1240;10339;1;мархадоаста;m-a-r-?-a-d-o-a-s-t-a;марха доастар;verb;хурмашца мархадоаста бусулба нах.  Мусульмане, разговляющиеся финиками.;Bekova 2009;Varvara Kormilitsyna
"МАРХА КХАБА (марха кхоаб, марха кхаьбар, марха кхаьбад, марха кхоабаргда) глаг.  поститься, держать (соблюдать) пост, уразу; ~ нигат хила.Иметь намерение поститься";ingu1240;10340;1;мархакхаба;m-a-r-?-a-q?-a-b-a;марха кхоаб, марха кхаьбар, марха кхаьбад, марха кхоабаргда, соблюдать;verb;мархакхаба нигат хила.Иметь намерение поститься.;Bekova 2009;Varvara Kormilitsyna
"МАРХА КХАБАР масд.  соблюдение поста; ~ бусалба наьха параз да.Соблюдение поста обязательно для мусульман";ingu1240;10341;1;мархакхабар;m-a-r-?-a-q?-a-b-a-r;;masdar;мархакхабар бусалба наьха параз да.Соблюдение поста обязательно для мусульман.;Bekova 2009;Varvara Kormilitsyna
"МАРХА КХАБИИ?ТА (марха кхоабии?т, марха кхабии?тар, марха кхоабии?таргда) понуд.  от марха кхаба; мархии? бетта Заставить поститься в месяц Рамадан";ingu1240;10342;1;мархакхабии;m-a-r-?-a-q?-a-b-i-i;марха кхоабии?т, марха кхабии?тар, марха кхоабии?таргда;verb;мархии? бетта Заставить поститься в месяц Рамадан.;Bekova 2009;Varvara Kormilitsyna
"МАРХА КХОАБА (марха кхоабар) прич.  постящии?ся, соблюдающии? пост, держащии? уразу; ~ адамаш.  Люди, соблюдающие пост";ingu1240;10343;1;мархакхоаба;m-a-r-?-a-q?-o-a-b-a;марха кхоабар;verb;мархакхоаба адамаш.  Люди, соблюдающие пост.;Bekova 2009;Varvara Kormilitsyna
"МАРХА КХОАБАДАЛА (марха кхоабалу, марха кхоабаделар, марха кхоабалургда) потенц.  от марха кхаба; мег цунга.  Возможно, он сможет держать уразу";ingu1240;10344;1;мархакхоабадала;m-a-r-?-a-q?-o-a-b-a-d-a-l-a;марха кхоабалу, марха кхоабаделар, марха кхоабалургда;verb;мег цунга.  Возможно, он сможет держать уразу.;Bekova 2009;Varvara Kormilitsyna
"МАРХАШ сущ.  д (только во мн.  ч. ), -а, -ца праздник по случаю окончания месяца Рамадан (Ураза-Баи?рам); ~ хьатIадоагIа.  Приближается Ураза-Баи?рам";ingu1240;10345;1;мархаш;m-a-r-?-a-?;только во мн.  ч. , Ураза-Баи?рам, а, ца, Баи, Баи;noun;мархаш хьатIадоагIа.  Приближается УразамархашБаи?рам.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАДЕХКА (марахIадехк, мархIадии?хкар, мархIадии?хкад, мархIадехкаргда) глаг.  многократн.  деи?ств.обнимать; бераш Обнимать детеи?";ingu1240;10346;1;мархIадехка;m-a-r-?-a-d-je-?-k-a;марахIадехк, мархIадии?хкар, мархIадии?хкад, мархIадехкаргда;verb;бераш Обнимать детеи?.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАДЕХКИИ?ТА (мархIадехкии?т, мархIадехкии?тар, мархIадехкии?таргда) понуд.  от мархIадехка; ~ дезац.Не надо поднимать на руки";ingu1240;10347;1;мархIадехкии;m-a-r-?-a-d-je-?-k-i-i;мархIадехкии?т, мархIадехкии?тар, мархIадехкии?таргда;verb;мархiадехкии дезац.Не надо поднимать на руки.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАДЕХКАР масд.  объятие; чIоагIа ~.  Сильно обнимать";ingu1240;10348;1;мархIадехкар;m-a-r-?-a-d-je-?-k-a-r;;masdar;чIоагIа мархiадехкар.  Сильно обнимать.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАДЕХКА (мархIадехкар) прич.  обнимающии?; бер ~ нана.  Мать, поднимающая ребенка на руки";ingu1240;10349;1;мархIадехка;m-a-r-?-a-d-je-?-k-a;мархIадехкар;verb;бер мархiадехка нана.  Мать, поднимающая ребенка на руки.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАДОЛЛА (мархIадоллар) прич.  обнимающии?; циска кIориг кIаьнк.  Мальчик, берущии? котенка на руки";ingu1240;10350;1;мархIадолла;m-a-r-?-a-d-o-l-l-a;мархIадоллар;verb;циска кIориг кIаьнк.  Мальчик, берущии? котенка на руки.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАДОЛЛА (волла, болла, и?олла) (мархIадолл, мархIаделлар, мархIаделлад, мархIадолларгда) глаг.объект в ед.  ч.  однократн.  деи?ств, обнять, поднять на руки; бер Обнять дитя";ingu1240;10351;1;мархIадолла;m-a-r-?-a-d-o-l-l-a;волла, болла, и?олла, мархIадолл, мархIаделлар, мархIаделлад, мархIадолларгда;verb;бер Обнять дитя.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАДОЛЛАР масд.  объятие; ~ го.  Видеть объятие";ingu1240;10352;1;мархIадоллар;m-a-r-?-a-d-o-l-l-a-r;;masdar;мархiадоллар го.  Видеть объятие.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАДОЛЛИИ?ТА (мархIадоллии?т, мархIадоллии?тар, мархIадоллии?таргда) понуд.  от мархIадолла; сога деза.  Надо дать мне обнять";ingu1240;10353;1;мархIадоллии;m-a-r-?-a-d-o-l-l-i-i;мархIадоллии?т, мархIадоллии?тар, мархIадоллии?таргда;verb;сога деза.  Надо дать мне обнять.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАДОХКА (мархIадохкар) прич.  обнимающии?, поднимающии?; шоаи? бераш ноапои?.  Мамаши, обнимающие своих детеи?";ingu1240;10354;1;мархIадохка;m-a-r-?-a-d-o-?-k-a;мархIадохкар;verb;шоаи? бераш ноапои?.  Мамаши, обнимающие своих детеи?.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАДОХКА (мархIадохк, мархIадехкар, мархIадехкад, мархIадохкаргда) глаг.  объект во мн.  ч.однократн.  деи?ств, обнять, поднять на руки; ~ могаргдац хьона.  Ты не сможешь поднять на руки";ingu1240;10355;1;мархIадохка;m-a-r-?-a-d-o-?-k-a;мархIадохк, мархIадехкар, мархIадехкад, мархIадохкаргда;verb;мархiадохка могаргдац хьона.  Ты не сможешь поднять на руки.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАДОХКАР масд.  поднятие, охват; бераш ~.  Поднятие детеи? на руки";ingu1240;10356;1;мархIадохкар;m-a-r-?-a-d-o-?-k-a-r;;masdar;бераш мархiадохкар.  Поднятие детеи? на руки.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАДОХКИИ?ТА (мархIадохкии?т, мархIадохкии?тар, мархIадохкии?таргда) понуд.  от мархIадохка; деза.  Нужно обнять";ingu1240;10357;1;мархIадохкии;m-a-r-?-a-d-o-?-k-i-i;мархIадохкии?т, мархIадохкии?тар, мархIадохкии?таргда;verb;деза.  Нужно обнять.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАКХЕТА (мархIакхетар) прич.  обнимающии?; сона новкъост.Друг, обнимающии? меня";ingu1240;10358;1;мархIакхета;m-a-r-?-a-q?-je-t-a;мархIакхетар;verb;сона новкъост.Друг, обнимающии? меня.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАКХЕТА (мархIакхет, мархIакхии?ттар, мархIакхии?тад, мархIакхетаргда) глаг.  броситься в объятия, обняться; вешии?на ~.  Обнять брата";ingu1240;10359;1;мархIакхета;m-a-r-?-a-q?-je-t-a;мархIакхет, мархIакхии?ттар, мархIакхии?тад, мархIакхетаргда;verb;вешии?на мархiакхета.  Обнять брата.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАКХЕТАР масд.  объятие; хьаьша ~.  Объятие гостя";ingu1240;10360;1;мархIакхетар;m-a-r-?-a-q?-je-t-a-r;;masdar;хьаьша мархiакхетар.  Объятие гостя.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАКХЕТИИ?ТА (мархIакхетии?т, мархIакхетии?тар, мархIакхетии?таргда) понуд.  от мархIакхета; беза.Нужно обняться";ingu1240;10361;1;мархIакхетии;m-a-r-?-a-q?-je-t-i-i;мархIакхетии?т, мархIакхетии?тар, мархIакхетии?таргда;verb;беза.Нужно обняться.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАЛЕЛХА (мархIалелхар) прич.  обнимающии?: нанна воI.  Сын, обнимающии? мать.МАРХIAЛЕЛХА(мархIAлелх, мархIалелхар, мархIалии?лхад, мархIалелхаргда) глаг.  многократн.  деи?ств.обниматься, бросаться друг другу в объятия; фусам-даьна ~ болабелар хьаьшии?.  Гости начали обниматься с хозяином";ingu1240;10362;1;мархIалелха;m-a-r-?-a-l-je-l-?-a;мархIалелхар, мархIAлелх, мархIалелхар, мархIалии?лхад, мархIалелхаргда, даьна;verb;фусаммархiалелхадаьна мархiалелха болабелар хьаьшии?.  Гости начали обниматься с хозяином.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАЛЕЛХАДАЛА (мархIалелхалу, мархIалехаделар, мархIалелхалургда) глаг.  обняться; вIашагIкхии?тача ~ мегтхо.  Возможно, мы сможем обняться при встрече";ingu1240;10363;1;мархIалелхадала;m-a-r-?-a-l-je-l-?-a-d-a-l-a;мархIалелхалу, мархIалехаделар, мархIалелхалургда;verb;вIашагIкхии?тача мархiалелхадала мегтхо.  Возможно, мы сможем обняться при встрече.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАЛЕЛХАР масд.  объятия; къасташ ~.  Обниматься перед разлукои?";ingu1240;10364;1;мархIалелхар;m-a-r-?-a-l-je-l-?-a-r;;masdar;къасташ мархiалелхар.  Обниматься перед разлукои?.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАЛЕЛХИИ?ТА (мархIалелхии?т, мархIалелхии?тар, мархIалелхии?таргда) понуд.  от мархIалелха; гаргарча наха ~.  Обниматься с родственниками";ingu1240;10365;1;мархIалелхии;m-a-r-?-a-l-je-l-?-i-i;мархIалелхии?т, мархIалелхии?тар, мархIалелхии?таргда;verb;гаргарча наха мархiалелхии.  Обниматься с родственниками.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАЭККХА (мархIаэккхар) прич.  обнимающии?; ~ кIаьнк.  Обнимающии?ся мальчик";ingu1240;10366;1;мархIаэккха;m-a-r-?-a-?-k-q?-a;мархIаэккхар;verb;мархiаэккха кIаьнк.  Обнимающии?ся мальчик.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАЭККХА (мархIаэккх, мархIаии?ккхар, мархIаии?ккхад, мархIаэккхаргда) глаг.  однократн.  деи?ств.обняться, броситься в объятия; и?ишии?на ~.  Обняться с сестрои?";ingu1240;10367;1;мархIаэккха;m-a-r-?-a-?-k-q?-a;мархIаэккх, мархIаии?ккхар, мархIаии?ккхад, мархIаэккхаргда;verb;и?ишии?на мархiаэккха.  Обняться с сестрои?.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАЭККХАР масд.  объятие; воша ~.  Объятие брата";ingu1240;10368;1;мархIаэккхар;m-a-r-?-a-?-k-q?-a-r;;masdar;воша мархiаэккхар.  Объятие брата.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАЭККХАДАЛА (мархIаэккхалу, мархIаэккхаделар, мархIаэккхалургда) глаг.  от мархIаэккха; ~ мег.  Может быть, решится обняться";ingu1240;10369;1;мархIаэккхадала;m-a-r-?-a-?-k-q?-a-d-a-l-a;мархIаэккхалу, мархIаэккхаделар, мархIаэккхалургда;verb;мархiаэккхадала мег.  Может быть, решится обняться.;Bekova 2009;Varvara Kormilitsyna
"МАРХIАЭККХИИ?ТА (мархIаэккхии?т, мархIаэккхии?тар, мархIаэккхии?таргда) понуд.  от мархIаэккха; веза со даьна.  Надо мне обнять отца";ingu1240;10370;1;мархIаэккхии;m-a-r-?-a-?-k-q?-i-i;мархIаэккхии?т, мархIаэккхии?тар, мархIаэккхии?таргда;verb;веза со даьна.  Надо мне обнять отца.;Bekova 2009;Varvara Kormilitsyna
"МАРЦА (морц, мерцар, мерцад, морцаргда) глаг.  однократн.  деи?ств.спалить, опалить, палить; мое ~.  Опалить волос";ingu1240;10371;1;марца;m-a-r-c-a;морц, мерцар, мерцад, морцаргда;verb;мое марца.  Опалить волос.;Bekova 2009;Varvara Kormilitsyna
"МАРЦАР масд.  паление; гIаж ~.  Паление тушки гуся";ingu1240;10372;1;марцар;m-a-r-c-a-r;;masdar;гIаж марцар.  Паление тушки гуся.;Bekova 2009;Varvara Kormilitsyna
"МАРЦИИ?ТА (морции?т, марции?тар, морции?таргда) понуд.  от марца; еза котам.  Надо опалить тушку курицы";ingu1240;10373;1;марции;m-a-r-c-i-i;морции?т, марции?тар, морции?таргда;verb;еза котам.  Надо опалить тушку курицы.;Bekova 2009;Varvara Kormilitsyna
"МАРЦХИЛГ сущ.  д (д), -аш, -о, -аца небольшая царапина; басилга тIара ~.Царапина на щеке";ingu1240;10374;1;марцхилг;m-a-r-c-?-i-l-g;д, аш, о, аца;noun;басилга тIара марцхилг.Царапина на щеке.;Bekova 2009;Varvara Kormilitsyna
"МАРШ  сущ.  я (только в ед.  ч. ), -о, -аца марш; лакха.  Сыграть марш";ingu1240;10375;1;марш;m-a-r-?;только в ед.  ч. , о, аца;noun;лакха.  Сыграть марш.;Bekova 2009;Varvara Kormilitsyna
"МАРШ 2сущ.  б (только в ед.  ч. ), -о, -аца колбаса ливерная; ~ бе.  Приготовить ливерную колбасу";ingu1240;10376;1;марш;m-a-r-?;только в ед.  ч. , о, аца;noun;марш бе.  Приготовить ливерную колбасу.;Bekova 2009;Varvara Kormilitsyna
"МАРШАЛ  сущ.  в (б), -аш, -а, -ца маршал; ~ хила.  Стать маршалом";ingu1240;10377;1;маршал;m-a-r-?-a-l;б, аш, а, ца;noun;маршал хила.  Стать маршалом.;Bekova 2009;Varvara Kormilitsyna
"МАРШАЛА // МАРШАЛЬСКИ прил.  маршальскии?; гIирс.  Маршальское обмундирование";ingu1240;10378;1;маршала;m-a-r-?-a-l-a;МАРШАЛЬСКИ;adj;гIирс.  Маршальское обмундирование.;Bekova 2009;Varvara Kormilitsyna
"МАРШРУТ  сущ.  я (только в ед.  ч. ), -о, -аца маршрут; ~ оттае.  Определить маршрут";ingu1240;10379;1;маршрут;m-a-r-?-r-u?-t;только в ед.  ч. , о, аца;noun;маршрут оттае.  Определить маршрут.;Bekova 2009;Varvara Kormilitsyna
"МАРШРУТНИ прил.  маршрутныи?; автобус.  Маршрутныи? автобус";ingu1240;10380;1;маршрутни;m-a-r-?-r-u?-t-n-i;;adj;автобус.  Маршрутныи? автобус.;Bekova 2009;Varvara Kormilitsyna
"МАСАЛ сущ.  д (д), -аш, -о, -ца пример; доаладе деза.  Надо привести пример";ingu1240;10381;1;масал;m-a-s-a-l;д, аш, о, ца;noun;доаладе деза.  Надо привести пример.;Bekova 2009;Varvara Kormilitsyna
"МАСАЛА вводн.  слово, например; ~, сона иштта хет.  Например, мне так кажется";ingu1240;10382;1;масала;m-a-s-a-l-a;;;масала, сона иштта хет.  Например, мне так кажется.;Bekova 2009;Varvara Kormilitsyna
"МАСАХЬАТ сущ.  д (только в ед.  ч. ), -о, -аца перемирие; ~ хиннад.  Перемирие состоялось";ingu1240;10383;1;масахьат;m-a-s-a-x-a-t;только в ед.  ч. , о, аца;noun;масахьат хиннад.  Перемирие состоялось.;Bekova 2009;Varvara Kormilitsyna
"МАСДАР сущ.  грамм, д (д), -аш, -о, ца масдар (форма субстантива, отглагольное имя, сохраняющее признаки глагола); ~ шии? таи?пара и?ола хандеша форма я.  Масдар особая форма глагола";ingu1240;10384;1;масдар;m-a-s-d-a-r;д, форма субстантива, отглагольное имя, сохраняющее признаки глагола, аш, о;noun;масдар шии? таи?пара и?ола хандеша форма я.  Масдар особая форма глагола.;Bekova 2009;Varvara Kormilitsyna
"МАСЛАХЬАТ сущ.  д (только в ед. ч. ), -о, -аца примирение; ~ эшаш да.  Примирение необходимо";ingu1240;10385;1;маслахьат;m-a-s-l-a-x-a-t;только в ед. ч. , о, аца;noun;маслахьат эшаш да.  Примирение необходимо.;Bekova 2009;Varvara Kormilitsyna
"МАСЛАХЬАТ ДАИ?ТА (маслахьат даи?т, маслахьат даи?тар, маслахьат даи?таргда) понуд.  от маслахьат де; деза цу нахага.  Надо дать этим людям примириться";ingu1240;10386;1;маслахьатдаи;m-a-s-l-a-x-a-t-d-a-i;маслахьат даи?т, маслахьат даи?тар, маслахьат даи?таргда;verb;деза цу нахага.  Надо дать этим людям примириться.;Bekova 2009;Varvara Kormilitsyna
"МАСЛАХЬАТ ДАР масд.  примирение; хала —.  Трудное примирение";ingu1240;10387;1;маслахьатдар;m-a-s-l-a-x-a-t-d-a-r;;masdar;хала —.  Трудное примирение.;Bekova 2009;Varvara Kormilitsyna
"МАСЛАХЬАТ ДЕ (маслахьат ду, маслахьат дир, маслахьат даьд, маслахьат дергда) глаг.  примирять, примириться; ~ ваха.  Пои?ти примирять";ingu1240;10388;1;маслахьатде;m-a-s-l-a-x-a-t-d-je;маслахьат ду, маслахьат дир, маслахьат даьд, маслахьат дергда;verb;маслахьатде ваха.  Пои?ти примирять.;Bekova 2009;Varvara Kormilitsyna
"МАСЛАХЬАТ ДУ (маслахьат дер) прич.  от маслахьат де; нах.  Люди, участвующие в примирении.МАС-МАССА мест, по сколько; ~билла? По сколько положить";ingu1240;10389;1;маслахьатду;m-a-s-l-a-x-a-t-d-u?;маслахьат дер, МАССА;pron;маслахьатдубилла? По сколько положить.;Bekova 2009;Varvara Kormilitsyna
"МАССА прил.  быстрыи?, скорыи?, резвыи?; ды.  Резвыи? конь";ingu1240;10390;1;масса;m-a-s-s-a;;adj;ды.  Резвыи? конь.;Bekova 2009;Varvara Kormilitsyna
"МАССА 2 парен, быстро, скоро, резво; ада.  Быстро бегать";ingu1240;10391;1;масса;m-a-s-s-a;;;ада.  Быстро бегать.;Bekova 2009;Varvara Kormilitsyna
"МАССА 2 парен, быстро, скоро, резво; ада.  Быстро бегать.МАССА 3 // МАССАДОЛА мест.все; къамаш машар безаш да.  Всем народам нужен мир";ingu1240;10392;1;масса;m-a-s-s-a;МАССАДОЛА;pron;къамаш машар безаш да.  Всем народам нужен мир.;Bekova 2009;Varvara Kormilitsyna
"МАССА 4 прил.  крепкии?; ~ малар.Крепкии? напиток";ingu1240;10393;1;масса;m-a-s-s-a;;adj;масса малар.Крепкии? напиток.;Bekova 2009;Varvara Kormilitsyna
"МАССА 4 прил.  крепкии?; ~ малар.Крепкии? напиток.МАССА5 мест, сколько; дешархо ва классе? Сколько учеников в классе";ingu1240;10394;1;масса;m-a-s-s-a;;adj;дешархо ва классе? Сколько учеников в классе.;Bekova 2009;Varvara Kormilitsyna
